toa,bat,bin,res,err
59072.6541505003,59072.6555325176,0.834187370026484,4.90E-06,3.43240126440123
59072.6541505055,59072.6555328491,0.834187526605092,6.60E-06,13.3321280381618
59072.6541505486,59072.6555318545,0.834187056985684,-1.12E-05,6.46779814757691
59072.6541505553,59072.6555315232,0.834186900523491,7.85E-08,13.682675595354
59072.6541505747,59072.6555321861,0.834187213564292,1.67E-06,3.02037906725545
59072.6541505794,59072.6555328491,0.834187526605092,2.91E-06,6.90529049630412
59072.6541506768,59072.6555325177,0.834187370026484,6.54E-06,3.59622323832334
59072.6541506985,59072.655532849,0.834187526488677,-4.78E-06,7.09693296464809
59111.4514537889,59111.4499199563,0.151203551678918,6.71E-06,4.88059282917119
59111.4514537949,59111.4499202877,0.151203708141111,3.66E-06,24.8159481337277
59111.451453834,59111.4499189617,0.15120308205951,3.60E-07,11.7155865864511
59111.4514538375,59111.4499192933,0.151203238638118,1.08E-05,11.080073277306
59111.4514538635,59111.4499196249,0.151203395216726,2.07E-05,15.1491829384025
59111.4514538698,59111.4499202877,0.151203708141111,5.57E-06,8.44225428882165
59111.4514539655,59111.4499199563,0.151203551678918,9.27E-06,6.28498770721837
59111.4514539862,59111.4499202878,0.151203708141111,7.15E-06,5.23608457729853
59152.3435575042,59152.3400432212,0.457734701107256,3.66E-06,12.9878861338458
59152.3435575096,59152.3400435522,0.457734857453033,-2.19E-05,37.6328411308856
59152.3435575533,59152.3400425586,0.457734388299286,5.29E-06,6.60648331296082
59152.3435575539,59152.3400422273,0.457734231953509,1.17E-05,8.86969252775829
59152.343557579,59152.3400428899,0.457734544761479,3.67E-06,8.3855150639845
59152.3435575849,59152.3400435525,0.457734857569449,4.66E-06,15.4808194225519
59152.3435576809,59152.3400432212,0.457734701223671,6.84E-06,7.49283123502649
59152.343557702,59152.3400435529,0.457734857802279,3.64E-05,16.1642695184665
59163.6365903388,59163.6328762698,0.78971747867763,4.92E-06,4.38229521848845
59163.636590375,59163.6328762698,0.78971747867763,-2.17E-06,4.31251715411409
59163.6365903912,59163.6328759383,0.789717322215438,-6.23E-07,1.74634035993197
59163.6365904166,59163.6328762697,0.78971747867763,-2.56E-06,12.8058838096615
59163.6365904685,59163.6328762697,0.78971747867763,-8.07E-06,12.7768952227142
59163.6365905285,59163.6328759383,0.789717322099023,-4.27E-06,3.50848924666995
59163.6365905349,59163.6328762698,0.78971747867763,2.52E-06,4.13753679444371
59163.6365906162,59163.6328762698,0.78971747867763,2.29E-06,4.66785179480193
59163.6573345695,59163.6536202751,0.799511892371811,-1.24E-06,3.83052219008028
59163.6573346058,59163.6536202751,0.799511892371811,-1.64E-06,2.65303532093341
59163.6573346227,59163.6536199437,0.799511735909618,-7.06E-07,1.96304199659619
59163.6573346474,59163.6536202751,0.799511892371811,-1.20E-06,6.09354321866644
59163.6573346994,59163.6536202752,0.799511892488226,8.36E-06,13.640111839093
59163.6573347591,59163.6536199436,0.799511735909618,-5.40E-06,5.19710915005949
59163.657334766,59163.6536202751,0.799511892371811,-4.89E-06,4.47998505740564
59163.6573348462,59163.6536202751,0.799511892488226,6.99E-08,5.28406742802194
59189.2040185111,59189.2004991907,0.861632868647575,-6.37E-06,9.73955209615129
59189.2040185485,59189.2004991908,0.861632868763991,6.23E-06,5.33345127198206
59189.2040185641,59189.2004988594,0.861632712301798,9.87E-06,7.43339938390582
59189.2040185891,59189.2004991906,0.861632868647575,-1.43E-05,7.12634622293179
59189.2040186412,59189.2004991907,0.861632868763991,-1.95E-06,24.2027864528776
59189.2040187016,59189.2004988592,0.861632712185383,-2.83E-06,2.51566403829746
59189.2040187075,59189.2004991907,0.861632868647575,-8.13E-06,20.7477359287153
59189.2040187892,59189.2004991908,0.861632868763991,3.27E-06,6.67221093342154
59193.1717890241,59193.1683797679,0.735092859715223,-3.34E-06,7.23048647401286
59193.1717890622,59193.168379768,0.735092859715223,1.26E-06,5.75858528478575
59193.1717890753,59193.1683794365,0.735092703136615,-2.14E-06,3.56538083912667
59193.1717891026,59193.1683797681,0.735092859715223,1.01E-05,8.98800747333564
59193.171789154,59193.168379768,0.735092859715223,2.04E-06,5.15524045775684
59193.1717892214,59193.168379768,0.735092859715223,-4.67E-07,4.94267748742919
59193.1717893061,59193.1683797679,0.735092859715223,-4.64E-06,3.30668869254002
59193.1957960454,59193.1923875331,0.746428278274834,3.46E-07,9.72774208009075
59193.1957960829,59193.192387533,0.746428278274834,-3.27E-06,10.8357396734246
59193.1957960984,59193.1923872016,0.746428121812641,-1.54E-06,2.90310819264988
59193.1957961236,59193.192387533,0.746428278274834,-5.77E-06,4.39732438360579
59193.1957961746,59193.1923875331,0.746428278274834,-2.40E-06,13.3029847343892
59193.1957962376,59193.1923872016,0.746428121812641,-2.78E-06,2.70562433708799
59193.1957962422,59193.192387533,0.746428278274834,-4.49E-06,8.95579850950219
59193.1957963246,59193.1923875331,0.746428278274834,3.67E-06,6.80748489657414
59193.2195086837,59193.2161009045,0.757624697056599,1.91E-06,3.53210457414933
59193.2195087203,59193.2161009046,0.757624697056599,6.97E-06,6.51653895003357
59193.2195087362,59193.2161005731,0.757624540594406,1.93E-06,3.94860371767638
59193.2195087615,59193.2161009045,0.757624697056599,4.16E-06,6.86545955423251
59193.2195088134,59193.2161009044,0.757624697056599,-5.14E-06,22.3528627517485
59193.2195088752,59193.216100573,0.757624540594406,-4.71E-06,4.46280877716393
59193.2195088792,59193.2161009045,0.757624697056599,3.63E-06,5.27440538249447
59193.219508961,59193.2161009045,0.757624697056599,4.74E-06,5.03822322170953
59193.2373437427,59193.2339365145,0.766045893542468,5.33E-06,3.96255889462321
59193.2373437792,59193.2339365144,0.766045893426053,-4.12E-06,4.2577684519359
59193.2373437948,59193.233936183,0.766045736963861,2.28E-06,17.4129431171535
59193.2373438203,59193.2339365142,0.766045893426053,-1.94E-05,21.6216977771748
59193.2373438722,59193.2339365142,0.766045893426053,-2.21E-05,27.925184705131
59193.2373439338,59193.233936183,0.766045736963861,-3.14E-06,8.09045440102039
59193.2373439386,59193.2339365146,0.766045893542468,1.61E-05,8.05395121171677
59193.2373440204,59193.2339365148,0.766045893658884,3.03E-05,17.7586616827928
59194.095485213,59194.0921045003,0.171235353103839,7.67E-05,45.8704653080762
59194.0954852487,59194.0921044995,0.171235352754593,1.20E-05,8.97190299039919
59194.0954852627,59194.0921041679,0.171235196175985,2.16E-06,2.78504597413767
59194.09548529,59194.0921044994,0.171235352638178,-3.98E-06,7.30993378582773
59194.095485342,59194.0921044994,0.171235352638178,-1.57E-06,5.3892765967116
59194.0954854034,59194.092104168,0.171235196175985,3.52E-06,4.82351431139762
59194.0954854083,59194.0921044993,0.171235352638178,-6.61E-06,5.06184133179431
59194.0954854933,59194.0921044994,0.171235352754593,3.75E-06,2.65410855791467
59194.1192960637,59194.1159161206,0.182478160713799,7.51E-05,36.2461038637907
59194.1192961001,59194.1159161201,0.182478160480969,2.88E-05,18.2740187737987
59194.1192961139,59194.1159157883,0.182478003902361,1.98E-06,2.4738100167526
59194.1192961408,59194.1159161198,0.182478160364553,4.08E-06,7.08018101099803
59194.1192961924,59194.1159161195,0.182478160248138,-1.99E-05,10.9452513916105
59194.1192962527,59194.1159157883,0.182478003785945,4.30E-07,4.88148549965877
59194.119296259,59194.1159161197,0.182478160364553,-5.56E-06,8.60686861304083
59194.1192963429,59194.1159161198,0.182478160364553,4.71E-06,4.01301237365962
59194.1431266139,59194.139747442,0.193730270373635,-1.08E-05,12.022119164629
59194.1431266529,59194.1397474423,0.19373027049005,1.31E-05,10.1786705490569
59194.1431266661,59194.1397471107,0.193730113911442,2.07E-06,1.87936021337598
59194.1431266928,59194.1397474423,0.19373027049005,1.31E-05,9.96608983932097
59194.1431267426,59194.139747442,0.193730270373635,-1.51E-05,11.7612225937443
59194.1431268033,59194.1397471107,0.193730113911442,2.71E-06,5.09726854262028
59194.1431268106,59194.1397474421,0.193730270373635,-1.06E-06,10.4202398320938
59194.1431268978,59194.1397474422,0.19373027049005,8.79E-06,6.38126576727668
59194.1609535229,59194.1575749265,0.202147630276158,-1.77E-05,20.3698066277424
59194.1609535604,59194.1575749268,0.202147630392574,1.79E-06,6.34046917047501
59194.1609535737,59194.1575745953,0.202147473930381,2.21E-06,2.33108223274329
59194.1609536012,59194.1575749268,0.202147630392574,6.39E-06,13.4490015370797
59194.1609536525,59194.1575749262,0.202147630159743,-4.38E-05,22.8542638549952
59194.1609537127,59194.1575745952,0.202147473813966,-7.56E-06,3.96470584650559
59194.1609537199,59194.1575749268,0.202147630392574,1.96E-06,14.5516446295725
59194.1609538037,59194.1575749265,0.202147630276158,-1.60E-05,9.91562879922702
59194.1914251144,59194.1880475023,0.216535450308584,1.14E-05,5.25722842160322
59194.1914251515,59194.1880475021,0.216535450192168,-5.45E-06,8.79904833759062
59194.1914251661,59194.1880471707,0.216535293729976,2.54E-06,2.18192543630099
59194.1914251924,59194.188047502,0.216535450192168,-1.40E-05,18.0839808165794
59194.1914252442,59194.1880475021,0.216535450192168,-2.44E-06,8.73677777760125
59194.1914253036,59194.1880471707,0.216535293729976,-5.19E-06,1.94158459905735
59194.191425311,59194.1880475022,0.216535450192168,3.06E-07,12.0274874092148
59194.1914253943,59194.1880475022,0.216535450192168,-5.99E-07,4.97381032115819
59194.2149176202,59194.2115407653,0.227627943502739,4.31E-06,3.5793354433933
59194.214917657,59194.2115407653,0.227627943502739,2.53E-06,6.47788942987826
59194.2149176732,59194.2115404339,0.227627786924131,-8.85E-07,1.98986422902605
59194.2149176982,59194.2115407653,0.227627943502739,3.28E-06,11.5636714380892
59194.2149177494,59194.2115407651,0.227627943386324,-1.37E-05,12.8595663840715
59194.2149178083,59194.2115404338,0.227627786924131,-2.90E-06,2.28064670021427
59194.2149178165,59194.2115407653,0.227627943502739,-4.09E-07,13.4672536409493
59194.214917897,59194.2115407653,0.227627943502739,-6.23E-07,5.64585978040877
59194.2389183093,59194.2355422267,0.238960385788232,4.24E-07,6.76239353792886
59194.2389183453,59194.2355422263,0.238960385555401,-3.70E-05,19.3509011371415
59194.2389183619,59194.2355418953,0.238960229326039,-2.69E-06,1.48572421955584
59194.2389183871,59194.2355422267,0.238960385788232,-3.08E-06,7.46775506653109
59194.2389184387,59194.2355422265,0.238960385671817,-2.45E-05,13.1805883363967
59194.2389184977,59194.2355418953,0.238960229326039,-2.73E-06,2.55859188944122
59194.238918505,59194.2355422267,0.238960385788232,-6.06E-06,21.7097381846356
59194.2389185865,59194.2355422268,0.238960385788232,3.64E-06,8.90211692138361
59194.2626897498,59194.2593144309,0.250184582779184,-5.70E-05,40.819929286565
59194.2626897873,59194.2593144318,0.250184583244845,2.21E-05,21.3704605409865
59194.2626898034,59194.2593141001,0.250184426666237,-1.51E-06,1.59296233552077
59194.2626898283,59194.2593144315,0.25018458312843,-3.07E-06,5.28406742802194
59194.2626898804,59194.2593144316,0.25018458312843,6.39E-06,19.3326488856699
59194.2626899404,59194.2593141002,0.250184426666237,1.61E-06,2.44268822019565
59194.2626899458,59194.2593144316,0.25018458312843,1.83E-06,13.453296149685
59194.2626900283,59194.2593144313,0.250184583012015,-2.08E-05,8.53708275983566
59194.286352259,59194.2829776985,0.2613573448034,3.37E-05,22.2562330032412
59194.2863522952,59194.2829776981,0.26135734457057,-1.49E-06,12.8649346419373
59194.2863523122,59194.2829773667,0.261357188108377,-2.62E-06,2.46522465665226
59194.2863523364,59194.282977698,0.261357344454154,-1.26E-05,7.01576449334853
59194.2863523883,59194.2829776981,0.26135734457057,-4.39E-06,19.5506022583747
59194.2863524503,59194.2829773667,0.261357188108377,1.17E-07,1.72810515040645
59194.2863524541,59194.2829776977,0.261357344454154,-3.12E-05,18.1022330482704
59194.2863525362,59194.2829776982,0.26135734457057,6.44E-06,7.27879901739236
59194.3105175993,59194.307143812,0.272767528542317,5.53E-06,11.9759522650924
59194.3105176369,59194.3071438118,0.272767528425902,-9.68E-06,11.0644259674313
59194.3105176536,59194.3071434804,0.272767372080125,-3.40E-06,2.93745419152295
59194.3105176775,59194.3071438116,0.272767528425902,-2.34E-05,13.6014603106317
59194.3105177287,59194.3071438119,0.272767528542317,2.03E-06,28.8206223261411
59194.3105177911,59194.3071434805,0.272767372080125,-1.30E-06,2.40942051097776
59194.310517796,59194.3071438119,0.272767528542317,4.23E-06,17.3130927475672
59194.310517879,59194.3071438118,0.272767528542317,-7.75E-06,4.35008991620471
59194.3340437799,59194.330670742,0.283875917899422,2.16E-05,15.3150142738089
59194.3340438159,59194.3306707419,0.283875917783007,1.04E-05,13.9514714934684
59194.3340438341,59194.3306704104,0.283875761320814,-7.10E-07,3.08128083256532
59194.3340438576,59194.3306707418,0.283875917783007,3.09E-06,10.0219190921831
59194.3340439093,59194.3306707416,0.283875917666592,-1.28E-05,6.43601915161454
59194.3340439699,59194.3306704104,0.283875761320814,-1.21E-06,2.54356706877027
59194.3340439753,59194.3306707418,0.283875917783007,1.27E-06,3.72747036862799
59194.3340440523,59194.3306707418,0.283875917783007,3.34E-06,2.7356755628184
59194.3459797808,59194.3426069921,0.289511694107205,7.72E-05,34.3500069677725
59194.3459798419,59194.3426066599,0.289511537179351,8.13E-06,41.2923432907867
59194.3459798447,59194.3426069907,0.289511693408713,-4.47E-05,50.2402968242609
59194.3459799263,59194.3426069917,0.289511693874374,4.18E-05,43.0918113394051
59194.3682040322,59194.3648320802,0.300005410448648,-1.07E-05,23.8710240533144
59194.3682040687,59194.3648320803,0.300005410448648,-6.79E-06,31.2063095346703
59194.3682040857,59194.3648317489,0.300005253986456,-8.68E-07,3.93786897839678
59194.3682041101,59194.3648320802,0.300005410448648,-7.75E-06,5.66733127485415
59194.3682041619,59194.3648320803,0.300005410448648,-1.00E-06,0.947829919513206
59194.3682042222,59194.3648317489,0.300005253986456,-2.67E-06,2.35039827507022
59194.3682042285,59194.3648320803,0.300005410448648,-2.16E-06,2.62405805635725
59194.3682043092,59194.3648320803,0.300005410448648,-1.55E-06,5.08223881017587
59194.3923846857,59194.389013501,0.311422821716405,-1.49E-06,15.6757631272615
59194.3923847254,59194.3890135011,0.311422821716405,6.14E-06,11.7859164979229
59194.3923847417,59194.3890131699,0.311422665370628,2.18E-05,8.88064429260816
59194.3923847648,59194.389013501,0.311422821716405,-2.95E-07,1.32597812265398
59194.3923848152,59194.389013501,0.311422821716405,-1.90E-06,0.997070132917212
59194.3923848767,59194.3890131696,0.311422665254213,-3.74E-06,2.2055322358001
59194.3923848826,59194.389013501,0.311422821716405,-5.21E-06,7.86499376195943
59194.3923849669,59194.3890135011,0.311422821716405,1.35E-06,3.71780931863404
59194.4158838503,59194.4125134077,0.322518451721407,-3.05E-06,6.135413168512
59194.4158838878,59194.4125134077,0.322518451721407,1.01E-06,3.80368567127098
59194.4158839052,59194.4125130764,0.32251829537563,1.00E-05,8.39536393437773
59194.4158839285,59194.4125134077,0.322518451721407,-1.35E-06,0.975659498607506
59194.4158839804,59194.4125134077,0.322518451721407,-2.15E-06,2.94282077797509
59194.4158840408,59194.4125130763,0.322518295259215,-1.86E-06,2.25167364271469
59194.4158840467,59194.4125134077,0.322518451721407,-1.12E-06,10.2473835585356
59194.4158841271,59194.4125134076,0.322518451721407,-4.60E-06,7.31100739878482
59194.4338084389,59194.4304385615,0.33098192687612,3.14E-06,11.6774780650685
59194.4338084763,59194.4304385615,0.33098192687612,2.11E-06,2.33000912415203
59194.4338084928,59194.4304382301,0.330981770413928,-2.77E-06,8.0195952820713
59194.4338085166,59194.4304385614,0.33098192687612,-1.20E-06,2.66806067037878
59194.4338085686,59194.4304385614,0.33098192687612,-4.81E-06,7.65349074894526
59194.4338086289,59194.4304382301,0.330981770413928,-3.30E-06,2.07569876369353
59194.4338086345,59194.4304385614,0.33098192687612,-3.31E-06,19.2768184710323
59194.4338087146,59194.4304385614,0.330981926759705,-8.50E-06,6.09032245510492
59197.3425809279,59197.339309574,0.704423832357861,4.52E-07,37.3680866618012
59197.3425809457,59197.3393092426,0.704423675895669,-1.24E-06,6.6464445032805
59197.3425809697,59197.3393095739,0.704423832357861,-6.49E-06,4.60236658127733
59197.3425810217,59197.339309574,0.704423832357861,-9.11E-07,5.61902043283227
59197.3425810816,59197.3393092426,0.704423675895669,-2.71E-06,6.62926689031183
59197.3425810875,59197.3393095739,0.704423832357861,-6.67E-06,7.22511841578925
59197.3425811652,59197.3393095739,0.704423832357861,-5.23E-06,4.52614640231634
59197.3663320882,59197.3630616156,0.715638509485871,1.84E-05,27.92303737295
59197.3663321422,59197.3630612841,0.715638353023678,1.51E-06,5.70275927206142
59197.3663321658,59197.3630616153,0.715638509369455,-1.02E-05,5.88204698449422
59197.3663322178,59197.3630616154,0.715638509369455,-2.61E-06,4.2159019457364
59197.3663322779,59197.3630612841,0.715638353023678,5.54E-06,5.72959868951413
59197.3663322841,59197.3630616154,0.715638509485871,1.66E-09,8.98800747333564
59197.3663323646,59197.3630616154,0.715638509485871,-1.52E-06,7.25732677160569
59197.3900901336,59197.3868205058,0.726856420282275,2.16E-05,13.2503757518178
59197.3900901736,59197.3868205064,0.726856420515105,7.68E-05,36.8709784762181
59197.3900901894,59197.386820174,0.726856263587251,-5.66E-06,4.60773421247202
59197.3900902122,59197.3868205054,0.726856420049444,-1.37E-05,9.55703376383127
59197.3900902634,59197.3868205055,0.726856420165859,-2.87E-06,3.50419555860329
59197.3900903241,59197.386820174,0.726856263587251,-5.90E-06,4.52829344482266
59197.3900903302,59197.3868205054,0.726856420049444,-1.38E-05,10.6210109711782
59197.3900904125,59197.3868205055,0.726856420165859,2.06E-06,5.41289503757613
59197.4080034862,59197.4047344923,0.735314622637816,7.70E-08,15.7015309100102
59197.4080035239,59197.4047344927,0.735314622870646,3.76E-05,30.3055031091238
59197.4080035408,59197.4047341609,0.735314466175623,-6.88E-07,7.39904371760085
59197.4080036157,59197.4047344922,0.735314622637816,-1.06E-05,5.55031180891635
59197.4080036761,59197.4047341608,0.735314466175623,-4.69E-06,5.12410737459733
59197.408003683,59197.4047344923,0.735314622637816,2.23E-06,19.2091777796877
59197.4080037636,59197.4047344923,0.735314622637816,-1.53E-06,5.49770687442868
59333.1440336655,59333.1492412402,0.827944789780304,6.75E-06,10.0120695134876
59333.1440336726,59333.1492415716,0.827944946242496,-1.33E-06,21.122479229542
59333.1440337141,59333.1492405771,0.827944476739503,-1.25E-06,10.4470867773596
59333.1440337156,59333.1492402456,0.827944320160896,-4.31E-06,8.25690649401482
59333.1440337398,59333.1492409085,0.827944633085281,-1.31E-05,13.7318531957077
59333.1440337469,59333.1492415716,0.827944946242496,1.08E-06,6.80190519007565
59333.144033842,59333.1492412401,0.827944789663889,-1.42E-06,11.1494247021704
59333.144033862,59333.1492415716,0.827944946242496,3.98E-06,7.46761458861316
59350.674480559,59350.6799277207,0.105169644695707,2.46E-06,10.15075589619
59350.6744805954,59350.6799277206,0.105169644579291,-5.99E-06,5.71671576640332
59350.6744806127,59350.679927389,0.105169488000683,-1.71E-05,11.1234764551114
59350.6744806368,59350.6799277205,0.105169644579291,-1.64E-05,7.69643547879396
59350.6744806886,59350.6799277206,0.105169644579291,-5.02E-06,10.9312940128423
59350.6744807489,59350.6799273892,0.105169488117099,3.87E-07,9.97897351148211
59350.6744807552,59350.6799277204,0.105169644462876,-2.56E-05,11.9287117240245
59350.6744808358,59350.6799277206,0.105169644579291,-5.74E-06,7.15640730918801
59371.9520251504,59371.9572172592,0.151376905851066,1.26E-05,15.1340512480151
59371.9520251989,59371.957216596,0.15137659269385,-7.09E-06,3.33411330001186
59371.952025203,59371.9572162646,0.151376436231658,-2.77E-06,8.40568900026825
59371.9520252248,59371.9572169276,0.151376749272458,-5.43E-08,5.11128244615664
59371.95202523,59371.9572175902,0.151377062080428,-2.85E-05,33.9405986420986
59371.9520253267,59371.957217259,0.151376905734651,-9.21E-06,11.3524355651176
59371.952025347,59371.9572175907,0.151377062313259,1.11E-05,17.8653364457605
59401.6261315225,59401.6300596481,0.161597715457901,-1.54E-06,1.09666182453413
59401.6261315493,59401.6300599794,0.161597871920094,-1.71E-05,21.9878170605987
59401.6261316014,59401.6300599795,0.161597871920094,-6.07E-06,3.27448703992816
59401.6261316621,59401.6300596481,0.161597715457901,-2.95E-06,3.53103114860222
59401.6261316675,59401.6300599795,0.161597871920094,-3.94E-06,2.3707876079992
59401.6261317522,59401.6300599795,0.161597871920094,-2.62E-06,1.40638067536054
59419.5887978143,59419.5915622853,0.642235152306967,5.08E-06,4.82260643460128
59419.5887978213,59419.5915626167,0.642235308769159,1.34E-05,32.9645764262947
59419.5887978606,59419.5915612911,0.642234682920389,-3.99E-06,3.55967745377865
59419.588797863,59419.5915616224,0.642234839266166,-1.07E-05,6.62665579492949
59419.5887978888,59419.5915619538,0.642234995728358,-6.36E-06,6.54092291007193
59419.5887978954,59419.5915626166,0.642235308769159,3.05E-06,10.9766767172072
59419.5887979906,59419.591562285,0.642235152190551,-1.40E-05,10.117986486034
59419.5887980109,59419.5915626166,0.642235308652744,6.02E-07,6.66069691097239
59419.6096007456,59419.6123637555,0.652056698454544,-3.58E-06,8.59734195294514
59419.6096007517,59419.6123640866,0.652056854800321,-2.32E-05,40.381849667713
59419.6096007923,59419.6123627614,0.652056229067966,-3.53E-06,3.75375347617528
59419.6096007945,59419.6123630928,0.652056385530159,7.28E-08,6.74012643410752
59419.6096008202,59419.6123634242,0.652056541992351,3.79E-07,5.27894633908581
